StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6
2023-02-19 04:53:08,2023-02-19 04:54:54,0,81.98.161.199,100,106,1,2023-02-19 04:54:54,R_qEmXsMZjbxNsXhD,,,,,51.5042,-0.2199,anonymous,EN,1,2,3,3,4,4,3,3,3,4,,,3,3,3,4,4,4
2023-02-19 04:59:51,2023-02-19 05:01:46,0,81.98.161.199,100,115,1,2023-02-19 05:01:46,R_2fsaZ6kMaBIwIFe,,,,,51.5042,-0.2199,anonymous,EN,2,2,4,3,3,4,3,2,3,4,,,1,3,3,2,4,2
2023-02-19 17:01:54,2023-02-19 17:04:18,0,129.31.240.37,100,144,1,2023-02-19 17:04:18,R_1i2sNvkxSQ42FuM,,,,,51.4912,-0.1893,anonymous,EN,4,1,5,4,4,4,4,2,3,4,,,4,5,4,4,5,3
2023-02-20 03:07:17,2023-02-20 03:11:14,0,147.12.231.228,100,237,1,2023-02-20 03:11:15,R_1Qru1GkjnrVKrJQ,,,,,51.4863,-0.101,anonymous,EN,3,1,4,4,4,5,4,3,3,4,"I think having a resource with some common useful functions/commands for data analysis would be really useful. Otherwise I can't think of anything else! ",I'd quite like to learn how to use Python for graphic interfaces/interactive programs.,4,4,5,5,5,4
2023-02-21 10:04:04,2023-02-21 10:04:35,0,176.254.139.28,100,30,1,2023-02-21 10:04:35,R_2EcNmgvunOF1fv2,,,,,51.4719,-0.1616,anonymous,EN,3,3,5,5,5,5,5,5,5,4,,,5,5,5,5,5,5
2023-02-22 00:56:48,2023-02-22 00:57:37,0,5.151.181.64,100,48,1,2023-02-22 00:57:38,R_x3jR9unVgUWfIFX,,,,,51.5474,-0.0098,anonymous,EN,2,4,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5
2023-02-22 05:31:02,2023-02-22 05:32:35,0,146.179.86.174,100,92,1,2023-02-22 05:32:36,R_3MnwaWqRbOLO5xZ,,,,,51.4957,-0.1772,anonymous,EN,1,2,4,5,5,5,5,5,5,3,Is it possible to explain the difference in running environment of jupyter notebook and python?,pip install,5,5,5,5,5,5
2023-02-22 05:31:55,2023-02-22 05:32:53,0,146.169.251.247,100,58,1,2023-02-22 05:32:53,R_1lrZzL08b5BR79x,,,,,51.4995,0.1082,anonymous,EN,3,2,4,5,4,4,4,3,2,5,,,5,5,5,5,5,4
2023-02-22 05:31:55,2023-02-22 05:33:11,0,146.169.147.132,100,75,1,2023-02-22 05:33:12,R_3J45zEvXUwtg6ZX,,,,,51.5064,-0.02,anonymous,EN,2,2,3,4,4,4,4,4,4,4,,,4,4,4,4,3,4
2023-02-22 05:31:56,2023-02-22 05:33:23,0,81.128.133.67,100,87,1,2023-02-22 05:33:24,R_3sgLu1VltTSPzD9,,,,,51.5229,-0.202,anonymous,EN,3,1,3,3,4,3,4,3,3,3,,,4,4,4,3,3,3
2023-02-22 05:32:14,2023-02-22 05:34:03,0,146.169.238.58,100,108,1,2023-02-22 05:34:03,R_241N5pgucWCS3K7,,,,,51.4647,-0.0509,anonymous,EN,4,1,1,1,4,1,1,1,1,2,,,2,4,1,1,4,1
2023-02-22 05:32:26,2023-02-22 05:34:43,0,146.179.86.184,100,136,1,2023-02-22 05:34:43,R_0NXx9pdjCV5y1qh,,,,,51.4957,-0.1772,anonymous,EN,2,1,3,4,5,3,2,1,1,4,,,3,5,4,2,4,3
2023-02-22 05:33:56,2023-02-22 05:35:00,0,160.19.183.37,100,64,1,2023-02-22 05:35:00,R_CeLmZlTdUX7y8g1,,,,,51.5435,-0.1733,anonymous,EN,4,1,5,5,5,5,5,5,3,5,,,5,5,5,5,5,4
2023-02-22 05:32:39,2023-02-22 05:36:18,0,129.31.66.75,100,218,1,2023-02-22 05:36:18,R_2EfNgUHCcqbQ9OY,,,,,51.5043,-0.2211,anonymous,EN,4,1,4,3,5,5,1,2,3,3,Coding competition and hackathon,Data structure and basic algorithms like bin search dp dfs bfs,5,5,5,5,1,1
2023-02-15 05:41:14,2023-02-15 05:41:25,0,146.169.245.116,29,11,0,2023-02-22 05:41:26,R_s5VRKJAWqoo7mmd,,,,,,,anonymous,EN,2,1,,,,,,,,,,,,,,,,
2023-02-22 05:42:02,2023-02-22 05:44:02,0,146.169.242.84,100,119,1,2023-02-22 05:44:03,R_1BURywXhPEvgPGf,,,,,51.2826,-0.0827,anonymous,EN,4,3,1,2,2,1,4,3,3,2,,,1,1,4,1,4,2
2023-02-15 05:43:50,2023-02-15 05:44:02,0,85.255.234.61,29,12,0,2023-02-22 05:44:05,R_26bhJiOdc3YmFEq,,,,,,,anonymous,EN,4,2,,,,,,,,,,,,,,,,
2023-02-22 05:43:22,2023-02-22 05:45:46,0,85.255.236.211,100,143,1,2023-02-22 05:45:46,R_REmsTp5e2qPKvgB,,,,,51.4964,-0.1224,anonymous,EN,3,1,3,3,4,2,3,2,2,5,,,3,4,4,4,4,2
2023-02-22 05:44:54,2023-02-22 05:46:02,0,85.255.236.128,100,68,1,2023-02-22 05:46:03,R_YWuJ2sCmjd48lBn,,,,,51.4964,-0.1224,anonymous,EN,3,1,4,4,5,4,3,3,2,4,,,4,4,5,5,4,3
2023-02-22 05:45:38,2023-02-22 05:47:14,0,149.86.8.163,100,96,1,2023-02-22 05:47:16,R_pFxycOVsIImdM5j,,,,,51.489,-0.215,anonymous,EN,3,1,4,5,4,5,3,3,1,4,,,3,5,5,4,3,2
2023-02-22 05:46:23,2023-02-22 05:47:52,0,109.153.220.247,100,89,1,2023-02-22 05:47:53,R_eyeybcuZ6y3fjMt,,,,,51.5507,-0.0998,anonymous,EN,3,1,4,5,4,5,3,2,2,3,,,3,4,4,4,4,3
2023-02-22 05:54:10,2023-02-22 05:55:01,0,84.67.76.209,100,51,1,2023-02-22 05:55:02,R_3CJXQNPnK8UmxIm,,,,,51.451,-0.0463,anonymous,EN,3,1,5,2,4,2,3,3,2,4,,,2,2,1,2,4,1
2023-02-14 10:49:07,2023-02-15 05:56:38,0,152.37.93.179,86,68850,0,2023-02-22 05:56:39,R_25vmXJt2LHaZHpn,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,
2023-02-22 05:55:02,2023-02-22 05:56:58,0,146.169.158.46,100,115,1,2023-02-22 05:56:58,R_1r03JbkvJ8N7NNy,,,,,51.3926,-0.1977,anonymous,EN,3,3,3,3,5,3,5,5,4,3,,,2,3,5,4,5,4
2023-02-22 05:55:11,2023-02-22 05:57:09,0,146.169.195.144,100,117,1,2023-02-22 05:57:09,R_RLz3dprK2KsmCxr,,,,,51.5268,-0.187,anonymous,EN,4,2,3,3,3,3,3,4,4,2,,,4,4,4,4,4,4
2023-02-15 05:58:06,2023-02-15 05:58:17,0,92.40.216.34,29,10,0,2023-02-22 05:58:19,R_1jWdcOf1ZpJh64X,,,,,,,anonymous,EN,4,3,,,,,,,,,,,,,,,,
2023-02-15 06:15:16,2023-02-15 06:15:26,0,148.252.133.20,29,10,0,2023-02-22 06:18:33,R_5nVuGxXWr6HVDsR,,,,,,,anonymous,EN,1,1,,,,,,,,,,,,,,,,
2023-02-15 06:24:02,2023-02-15 06:24:15,0,86.8.175.78,29,12,0,2023-02-22 06:31:13,R_sdK4Hx0RywaYout,,,,,,,anonymous,EN,3,2,,,,,,,,,,,,,,,,
2023-02-22 06:35:21,2023-02-22 06:38:47,0,146.169.244.139,100,205,1,2023-02-22 06:38:47,R_RRm3HoMo8TYvulb,,,,,51.5042,-0.2199,anonymous,EN,2,1,3,3,5,2,5,3,3,3,,,3,3,2,3,2,2
2023-02-15 06:38:34,2023-02-15 06:38:56,0,146.169.189.26,29,22,0,2023-02-22 06:38:58,R_veIR51dTbo6tvdD,,,,,,,anonymous,EN,4,1,,,,,,,,,,,,,,,,
2023-02-22 06:38:35,2023-02-22 06:40:09,0,146.169.239.203,100,93,1,2023-02-22 06:40:09,R_r0vxuBqPNuk9L7r,,,,,52.0805,-0.1014,anonymous,EN,2,2,4,3,4,2,2,1,2,3,,,1,4,4,1,4,4
2023-02-22 06:46:37,2023-02-22 06:49:25,0,147.12.231.129,100,167,1,2023-02-22 06:49:25,R_3OkRy9j5Ux0mnKZ,,,,,51.5095,-0.0955,anonymous,EN,3,1,4,4,4,4,3,2,3,5,,,4,5,5,4,3,4
2023-02-22 06:48:35,2023-02-22 06:49:42,0,155.198.230.154,100,67,1,2023-02-22 06:49:44,R_3ilssbNNs3bh6bW,,,,,51.575,0.4173,anonymous,EN,2,2,4,4,5,4,4,4,2,4,,,3,4,4,3,4,3
2023-02-22 07:00:53,2023-02-22 07:03:28,0,82.15.89.232,100,155,1,2023-02-22 07:03:29,R_2TB6vt8FBYexUCf,,,,,51.5032,-0.204,anonymous,EN,2,1,3,3,4,4,4,3,2,5,N/A,It would be nice if we practice python along the year so we won’t forget about how to code,2,3,3,4,5,3
2023-02-22 06:59:34,2023-02-22 07:05:58,0,86.8.175.78,100,384,1,2023-02-22 07:05:59,R_tJJwofUBBjKlS0h,,,,,51.5776,-0.1947,anonymous,EN,3,1,4,4,5,4,4,2,2,3,,,4,4,5,4,4,3
2023-02-22 07:11:33,2023-02-22 07:12:55,0,5.151.181.64,100,82,1,2023-02-22 07:12:55,R_3menL9R5uc1tETS,,,,,51.5474,-0.0098,anonymous,EN,2,1,3,4,4,4,4,3,2,5,,,3,3,3,3,3,3
2023-02-22 07:28:32,2023-02-22 07:30:30,0,79.73.135.43,100,118,1,2023-02-22 07:30:30,R_29v5wxiP1mMlk13,,,,,51.5074,-0.1196,anonymous,EN,1,1,2,3,4,2,3,2,2,2,,,2,4,4,2,4,3
2023-02-15 08:05:39,2023-02-15 08:05:46,0,51.182.211.164,29,6,0,2023-02-22 08:05:47,R_Wcb0qk1hthgOcKt,,,,,,,anonymous,EN,3,1,,,,,,,,,,,,,,,,
2023-02-22 07:52:00,2023-02-22 08:36:39,0,212.132.230.92,100,2678,1,2023-02-22 08:36:39,R_1QDUjdrDkyqY7Q3,,,,,51.489,-0.215,anonymous,EN,2,1,4,3,4,3,5,4,2,5,Using python to visualise complicated graphs (i.e. plot them).,Debugging and reading error statements.,4,5,5,2,4,3
2023-02-15 09:43:50,2023-02-15 09:45:14,0,146.179.86.136,86,84,0,2023-02-22 09:45:16,R_1LnD77kqgx9Zpsc,,,,,,,anonymous,EN,1,1,4,3,4,4,4,3,3,4,,,,,,,,
2023-02-15 10:34:10,2023-02-15 10:36:29,0,146.169.216.148,86,139,0,2023-02-22 10:36:31,R_z3gj0OJXOGJTpWV,,,,,,,anonymous,EN,3,1,4,5,5,5,4,4,2,4,,,,,,,,
2023-02-15 10:48:42,2023-02-15 10:48:57,0,146.169.236.29,86,14,0,2023-02-22 10:48:58,R_CgKfdrmghJvcRqN,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,
2023-02-15 11:25:16,2023-02-15 11:25:39,0,82.28.53.159,29,22,0,2023-02-22 11:25:41,R_3DdastgELrxYb5N,,,,,,,anonymous,EN,2,1,,,,,,,,,,,,,,,,
2023-02-22 11:51:10,2023-02-22 11:55:30,0,212.132.225.153,100,259,1,2023-02-22 11:55:30,R_3psZvCVjCn7wEIG,,,,,51.477,-0.1959,anonymous,EN,2,1,2,2,4,2,4,3,1,4,"The workshops we had on python were very easy- It was literally just copying out easy code but then the exercises were so much harder and the difference in difficulty between the workshop and the exercises was ridiculously large. We also hardly ever got real feedback on our code- our summer python project from 4 and a half months ago hasn't been marked yet.  ",,2,4,4,4,4,2
2023-02-22 11:53:12,2023-02-22 11:57:35,0,86.25.103.122,100,262,1,2023-02-22 11:57:35,R_RUcB6R2xtX9xwxr,,,,,51.5042,-0.2199,anonymous,EN,1,3,4,1,1,1,2,3,3,4,Less Python please,,4,1,3,1,2,3
2023-02-22 14:03:33,2023-02-22 14:05:54,0,5.151.181.64,100,140,1,2023-02-22 14:05:54,R_1kFvkjl2mbZfTig,,,,,51.5474,-0.0098,anonymous,EN,2,1,3,3,4,3,4,4,3,4,,,3,3,2,2,3,3
2023-02-22 17:10:31,2023-02-22 17:12:19,0,5.151.92.0,100,107,1,2023-02-22 17:12:19,R_RgDLM0CXXdVD1qV,,,,,51.5212,-0.2197,anonymous,EN,2,1,4,3,5,3,4,3,2,5,,,2,4,4,3,1,2
2023-02-15 19:00:30,2023-02-15 19:02:21,0,140.228.49.63,43,110,0,2023-02-22 19:02:21,R_BSzJTiiFaBX1a9z,,,,,,,anonymous,EN,3,3,4,3,4,3,5,4,4,,,,,,,,,
2023-02-23 03:53:21,2023-02-23 03:56:06,0,146.179.86.129,100,165,1,2023-02-23 03:56:07,R_3LbchGOsAcEz9uJ,,,,,51.4957,-0.1772,anonymous,EN,1,1,2,4,4,3,4,3,3,1,,,3,3,5,5,5,5
2023-02-23 04:03:16,2023-02-23 04:04:36,0,94.8.175.169,100,80,1,2023-02-23 04:04:37,R_1GOcMWcY6mgSK0W,,,,,51.477,-0.1959,anonymous,EN,2,2,4,4,5,5,5,4,4,4,,,4,5,5,4,3,2
2023-02-23 05:26:47,2023-02-23 05:32:50,0,155.198.230.119,100,362,1,2023-02-23 05:32:50,R_3CHm5YcvcvuhsQz,,,,,51.575,0.4173,anonymous,EN,3,1,4,3,4,3,3,3,2,3,"i am quite confident to use python for data analysis in measurement labs. However, for writing up small projects (such as the one for year1 summer), i still have very limited cue.","It would be useful if we can be taught/exercised more about the 'computer logical', that converts words/tasks into code ",3,5,5,3,4,4
2023-02-16 05:48:47,2023-02-16 05:49:38,0,146.169.206.253,43,50,0,2023-02-23 05:49:38,R_XtiebE23WKXH9rX,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,
2023-02-16 06:53:59,2023-02-16 06:54:14,0,146.179.86.50,29,15,0,2023-02-23 06:54:15,R_1M0qqRMKNUvM9My,,,,,,,anonymous,EN,1,1,,,,,,,,,,,,,,,,
2023-02-23 07:23:27,2023-02-23 07:25:26,0,146.169.204.83,100,118,1,2023-02-23 07:25:26,R_RagmskDHna9OFMZ,,,,,51.5064,-0.02,anonymous,EN,3,1,4,1,4,1,3,2,2,3,,,1,4,2,2,4,2
2023-02-24 10:21:26,2023-02-24 10:23:01,0,146.169.149.245,100,94,1,2023-02-24 10:23:02,R_3KvV91PM4ut9zJq,,,,,51.5064,-0.02,anonymous,EN,1,1,1,3,3,1,4,2,2,2,,,4,5,5,5,5,5
2023-02-22 06:00:38,2023-02-22 06:00:45,0,146.169.166.203,29,7,0,2023-02-28 15:54:39,R_25XDEWbpRZ9WQyu,,,,,,,anonymous,EN,2,1,,,,,,,,,,,,,,,,
2023-02-22 06:27:24,2023-02-22 06:27:30,0,86.155.17.134,29,5,0,2023-02-28 15:54:39,R_cI0o2xxKvtnqceJ,,,,,,,anonymous,EN,3,1,,,,,,,,,,,,,,,,
2023-02-22 06:43:24,2023-02-22 06:43:30,0,146.179.86.169,29,6,0,2023-02-28 15:54:39,R_1Q5YvAJC5AWUgun,,,,,,,anonymous,EN,1,2,,,,,,,,,,,,,,,,
2023-02-22 05:31:55,2023-02-22 05:33:03,0,80.3.188.96,43,67,0,2023-02-28 15:54:43,R_2QyBX701maQMWg4,,,,,,,anonymous,EN,4,1,5,4,2,4,5,3,2,,,,,,,,,
2023-02-22 05:32:34,2023-02-22 05:32:56,0,146.169.169.190,29,22,0,2023-02-28 15:54:43,R_uadFPwXtCW7aSIx,,,,,,,anonymous,EN,3,3,,,,,,,,,,,,,,,,
2023-02-22 06:35:32,2023-02-22 06:36:23,0,92.2.1.79,43,51,0,2023-02-28 15:54:44,R_21vwL3df9rM4t63,,,,,,,anonymous,EN,1,1,3,5,4,4,4,3,1,,,,,,,,,
2023-02-22 13:26:03,2023-02-22 13:26:46,0,62.31.21.170,43,42,0,2023-02-28 15:54:44,R_VLjEct2Cf7cdtwl,,,,,,,anonymous,EN,2,1,3,2,3,2,4,3,2,,,,,,,,,
2023-02-22 14:06:24,2023-02-22 14:06:27,0,5.151.181.64,29,2,0,2023-02-28 15:54:44,R_1feK3Byt85gD3TB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,
2023-02-23 06:33:53,2023-02-23 06:34:14,0,146.169.149.242,29,21,0,2023-02-28 15:54:44,R_1E6WWWz5L2tziTQ,,,,,,,anonymous,EN,1,1,,,,,,,,,,,,,,,,
