StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6
2023-02-15 09:39:35,2023-02-15 09:40:39,IP Address,146.179.86.153,100,63,True,2023-02-15 09:40:39,R_2VrxnH3ExcCVVFX,,,,,51.4957,-0.1772,anonymous,EN,Year 3,None at all,Agree,Agree,Completely Agree,Agree,Disagree,Completely Disagree,Completely Disagree,"4- Mostly use Python, sometimes use Excel or other programs",Being taught how to use Python in better detail especially for stuff like MPC2,,Neutral,Completely Agree,Completely Agree,Disagree,Agree,Agree
2023-02-15 10:44:26,2023-02-15 10:45:44,IP Address,2.26.17.230,100,78,True,2023-02-15 10:45:44,R_2PuueMj3WlWJdDm,,,,,51.509,-0.1882,anonymous,EN,Year 3,None at all,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,"4- Mostly use Python, sometimes use Excel or other programs",,,Completely Disagree,Agree,Agree,Disagree,Neutral,Completely Disagree
2023-02-15 10:44:54,2023-02-15 10:48:06,IP Address,146.169.236.29,100,192,True,2023-02-15 10:48:07,R_3RlyJj60kuuLtLF,,,,,51.509,-0.1882,anonymous,EN,Year 2,Beginner,Agree,Agree,Completely Agree,Neutral,Completely Agree,Neutral,Disagree,"4- Mostly use Python, sometimes use Excel or other programs",Explain the stuff about error bars/uncertainty more,No,Completely Agree,Agree,Agree,Neutral,Completely Disagree,Completely Disagree
2023-02-15 10:54:46,2023-02-15 10:56:12,IP Address,148.252.140.216,100,85,True,2023-02-15 10:56:12,R_rjvmVi9vU9vIj9n,,,,,51.4964,-0.1224,anonymous,EN,Year 3,None at all,Agree,Agree,Agree,Agree,Disagree,Completely Disagree,Completely Disagree,"5- Always use Python, never use other programs",We should have more classes where we are taught to learn Python. Mostly for MPC students,,Neutral,Agree,Agree,Neutral,Completely Agree,Completely Disagree
2023-02-15 11:15:59,2023-02-15 11:17:39,IP Address,2.26.5.74,100,100,True,2023-02-15 11:17:40,R_28OiO8trmjQ7cLi,,,,,51.4831,-0.1646,anonymous,EN,Year 2,None at all,Neutral,Neutral,Agree,Disagree,Agree,Completely Disagree,Disagree,"3- Sometimes use Excel or other programs, sometimes use Python",,,Completely Disagree,Disagree,Completely Agree,Disagree,Neutral,Disagree
2023-02-15 12:04:58,2023-02-15 12:06:29,IP Address,104.28.42.122,100,91,True,2023-02-15 12:06:29,R_XAqt01860uFmNLX,,,,,51.5095,-0.0955,anonymous,EN,Year 3,None at all,Agree,Completely Agree,Agree,Agree,Neutral,Neutral,Completely Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Agree,Agree,Agree,Agree,Completely Disagree,Completely Disagree
2023-02-15 12:51:57,2023-02-15 12:56:03,IP Address,146.169.162.106,100,245,True,2023-02-15 12:56:03,R_eM8oPwQ95vl96et,,,,,51.5113,-0.2714,anonymous,EN,Year 3,None at all,Disagree,Agree,Agree,Completely Agree,Completely Agree,Agree,Neutral,"4- Mostly use Python, sometimes use Excel or other programs",,,Agree,Completely Agree,Agree,Neutral,Agree,Neutral
2023-02-15 12:57:27,2023-02-15 12:58:27,IP Address,82.3.24.15,100,59,True,2023-02-15 12:58:27,R_3Etd9lEnK1MreJC,,,,,51.5113,-0.2714,anonymous,EN,Year 3,None at all,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,"2- Mostly use Excel or other programs, rarely use Python",,,Agree,Agree,Agree,Agree,Neutral,Neutral
2023-02-15 13:03:21,2023-02-15 13:07:17,IP Address,146.169.186.46,100,235,True,2023-02-15 13:07:17,R_2DZzXZXafd3iOOI,,,,,51.5042,-0.2199,anonymous,EN,Year 1,None at all,Completely Disagree,Agree,Neutral,Disagree,Neutral,Completely Disagree,Completely Disagree,"5- Always use Python, never use other programs","teach it from the beginning so we know what is happening. ",,Disagree,Completely Agree,Completely Agree,Completely Disagree,Completely Disagree,Completely Disagree
2023-02-15 12:51:09,2023-02-15 13:27:40,IP Address,2.127.79.57,100,2191,True,2023-02-15 13:27:42,R_Z37DJ71qCQYazap,,,,,51.532,0.0884,anonymous,EN,Year 3,None at all,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Agree,Disagree,Disagree,"5- Always use Python, never use other programs",Cover basics thoroughly before being used in labs/modules,"More on the programming aspect rather than just data analysis e.g. making functions, test cases, writing programs",Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Neutral
2023-02-15 14:00:20,2023-02-15 14:01:06,IP Address,146.179.86.170,100,45,True,2023-02-15 14:01:07,R_1lAevAO07pEuyDh,,,,,51.4957,-0.1772,anonymous,EN,Year 1,None at all,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
2023-02-15 14:18:26,2023-02-15 14:21:29,IP Address,78.86.38.4,100,182,True,2023-02-15 14:21:29,R_31sAuxY1ZJUxM2S,,,,,51.4964,-0.1224,anonymous,EN,Year 3,None at all,Completely Agree,Neutral,Completely Agree,Agree,Agree,Neutral,Completely Disagree,"5- Always use Python, never use other programs","Explanations on how to code the long programs we use in comp labs - it’s always provided so I don’t always understand how it is working ","More labs on programming/automating chemical processes - I really enjoyed the computer controlled experiments 3rd yr physical lab so I think more of those (also in earlier years) would be nice! ",Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Agree
2023-02-15 14:38:02,2023-02-15 14:41:50,IP Address,31.94.6.30,100,228,True,2023-02-15 14:41:51,R_10GjsSugaILX1XE,,,,,51.5074,-0.1196,anonymous,EN,Year 4,None at all,Agree,Agree,Completely Agree,Completely Agree,Completely Agree,Agree,Neutral,"4- Mostly use Python, sometimes use Excel or other programs","Fundamentals are very lacking and experience with other libraries. Especially on covering useful libraries like SciPy, Pandas or other useful data analysis software that are not NumPy.",Cover functional Vs object oriented at least for CMP students. Provide tasks that force people to use more functions other than curvefit,Agree,Completely Agree,Completely Agree,Completely Agree,Agree,Agree
2023-02-15 15:44:45,2023-02-15 15:45:53,IP Address,152.37.76.199,100,68,True,2023-02-15 15:45:54,R_1E5pIYZvXJDvGMl,,,,,51.5026,-0.066,anonymous,EN,Year 3,Intermediate,Completely Disagree,Completely Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,"5- Always use Python, never use other programs",Open-ended assignments,-,Completely Disagree,Completely Disagree,Completely Disagree,Completely Disagree,Disagree,Disagree
2023-02-15 15:47:19,2023-02-15 15:49:51,IP Address,146.169.210.76,100,152,True,2023-02-15 15:49:52,R_1cTiGBYqm8jvfPL,,,,,51.509,-0.1882,anonymous,EN,Year 1,None at all,Disagree,Neutral,Agree,Neutral,Completely Disagree,Completely Disagree,Completely Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Neutral,Completely Agree,Completely Agree,Agree,Agree,Agree
2023-02-16 02:00:57,2023-02-16 02:02:44,IP Address,146.169.137.248,100,106,True,2023-02-16 02:02:45,R_324x9y7WKSEg1VS,,,,,51.4781,-0.0279,anonymous,EN,Year 2,Intermediate,Agree,Neutral,Agree,Disagree,Agree,Disagree,Completely Disagree,"5- Always use Python, never use other programs",,,Disagree,Neutral,Completely Agree,Completely Agree,Completely Agree,Completely Agree
2023-02-16 04:43:43,2023-02-16 04:46:36,IP Address,155.198.230.156,100,173,True,2023-02-16 04:46:37,R_vSRODvWieF2gt8t,,,,,51.575,0.4173,anonymous,EN,Year 2,None at all,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Neutral,Neutral,Neutral,"5- Always use Python, never use other programs",doing both of the programming year 1 courses in first term as knowing about loops would have helped with the measurement science data analysis,,Completely Agree,Completely Agree,Neutral,Completely Agree,Completely Agree,Completely Disagree
2023-02-16 04:55:28,2023-02-16 04:57:01,IP Address,81.157.94.137,100,92,True,2023-02-16 04:57:01,R_25MmxDYQh1QB4Tl,,,,,51.477,-0.1959,anonymous,EN,Year 2,Beginner,Disagree,Disagree,Agree,Agree,Completely Agree,Completely Agree,Completely Disagree,"5- Always use Python, never use other programs",,,Agree,Completely Agree,Agree,Completely Disagree,Agree,Completely Disagree
2023-02-16 09:44:36,2023-02-16 09:45:48,IP Address,146.169.186.44,100,72,True,2023-02-16 09:45:49,R_2WYcmQS9qpNG4rX,,,,,51.5042,-0.2199,anonymous,EN,Year 2,None at all,Completely Disagree,Completely Disagree,Agree,Completely Disagree,Neutral,Disagree,Disagree,"5- Always use Python, never use other programs",more explanation at a slower pace,,Completely Disagree,Completely Disagree,Agree,Completely Disagree,Neutral,Neutral
2023-02-16 09:53:05,2023-02-16 09:54:56,IP Address,146.169.230.226,100,110,True,2023-02-16 09:54:56,R_9zzt0crOMD3c4Df,,,,,51.4831,-0.1646,anonymous,EN,Year 3,Intermediate,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,"5- Always use Python, never use other programs",,,Agree,Agree,Agree,Completely Agree,Agree,Agree
2023-02-16 10:20:17,2023-02-16 10:22:05,IP Address,86.143.18.69,100,108,True,2023-02-16 10:22:06,R_3dZ0sxm6bz8Yaea,,,,,51.5435,-0.1733,anonymous,EN,Year 2,None at all,Neutral,Agree,Agree,Agree,Agree,Disagree,Completely Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Neutral,Completely Agree,Completely Agree,Agree,Completely Agree,Agree
2023-02-16 11:38:33,2023-02-16 11:43:59,IP Address,2.216.221.111,100,326,True,2023-02-16 11:44:00,R_2sSxr5keFRmXoly,,,,,51.3488,-0.0321,anonymous,EN,Year 2,None at all,Neutral,Agree,Agree,Neutral,Agree,Agree,Disagree,"4- Mostly use Python, sometimes use Excel or other programs",I would like to have more opportunities to practice my programming skills so i'm better able to complete the assignments in computing labs- i think that applying python skills to creating simulations related to more theoretical aspects of the course could help do that and also help me remember more of the theory in other modules.,Perhaps being able to create interactive simulations where one can alter parameters to produce different results would be helpful in retaining more information about more theoretical aspects of the course,Agree,Completely Agree,Agree,Completely Agree,Completely Agree,Agree
2023-02-16 18:21:29,2023-02-16 18:23:55,IP Address,146.179.86.171,100,145,True,2023-02-16 18:23:55,R_1f9o97yXGKbkNCR,,,,,51.4957,-0.1772,anonymous,EN,Year 1,None at all,Disagree,Neutral,Agree,Completely Disagree,Agree,Neutral,Completely Disagree,"3- Sometimes use Excel or other programs, sometimes use Python",,,Disagree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree
2023-02-17 06:07:28,2023-02-17 06:09:04,IP Address,146.169.237.89,100,95,True,2023-02-17 06:09:04,R_sHIbe5OznPkbEFH,,,,,51.3577,0.1291,anonymous,EN,Year 3,None at all,Agree,Agree,Agree,Neutral,Disagree,Disagree,Completely Disagree,"5- Always use Python, never use other programs",,,Disagree,Agree,Agree,Agree,Agree,Agree
2023-02-17 07:16:55,2023-02-17 07:22:07,IP Address,146.169.135.67,100,311,True,2023-02-17 07:22:07,R_5i5wCxCXIo3NDQB,,,,,51.509,-0.1882,anonymous,EN,Year 3,None at all,Agree,Agree,Neutral,Completely Agree,Agree,Neutral,Completely Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Completely Agree,Agree,Completely Agree,Neutral,Neutral,Disagree
2023-02-17 10:34:15,2023-02-17 10:36:23,IP Address,146.169.142.112,100,128,True,2023-02-17 10:36:23,R_6Sxq1C8cr0RNfvX,,,,,51.4032,-0.9207,anonymous,EN,Year 4,None at all,Completely Agree,Completely Agree,Agree,Agree,Completely Agree,Neutral,Agree,"5- Always use Python, never use other programs",More explanation on how to debug in the beginning,OOP,Completely Agree,Completely Agree,Agree,Agree,Agree,Agree
2023-02-17 11:35:41,2023-02-17 11:37:54,IP Address,185.104.136.31,100,133,True,2023-02-17 11:37:55,R_Xu1fJlErtQ9mlgJ,,,,,51.4643,-0.0119,anonymous,EN,Year 3,Intermediate,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,"4- Mostly use Python, sometimes use Excel or other programs",,,Neutral,Neutral,Agree,Disagree,Neutral,Agree
2023-02-18 13:48:25,2023-02-18 13:50:34,IP Address,31.205.213.174,100,128,True,2023-02-18 13:50:34,R_1qgF4O3sQ1p0sA6,,,,,51.489,-0.215,anonymous,EN,Year 2,Beginner,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,"5- Always use Python, never use other programs",,,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree
2023-02-19 04:53:08,2023-02-19 04:54:54,IP Address,81.98.161.199,100,106,True,2023-02-19 04:54:54,R_qEmXsMZjbxNsXhD,,,,,51.5042,-0.2199,anonymous,EN,Year 1,Beginner,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,"4- Mostly use Python, sometimes use Excel or other programs",,,Neutral,Neutral,Neutral,Agree,Agree,Agree
2023-02-19 04:59:51,2023-02-19 05:01:46,IP Address,81.98.161.199,100,115,True,2023-02-19 05:01:46,R_2fsaZ6kMaBIwIFe,,,,,51.5042,-0.2199,anonymous,EN,Year 2,Beginner,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,"4- Mostly use Python, sometimes use Excel or other programs",,,Completely Disagree,Neutral,Neutral,Disagree,Agree,Disagree
2023-02-19 17:01:54,2023-02-19 17:04:18,IP Address,129.31.240.37,100,144,True,2023-02-19 17:04:18,R_1i2sNvkxSQ42FuM,,,,,51.4912,-0.1893,anonymous,EN,Year 4,None at all,Completely Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,"4- Mostly use Python, sometimes use Excel or other programs",,,Agree,Completely Agree,Agree,Agree,Completely Agree,Neutral
2023-02-20 03:07:17,2023-02-20 03:11:14,IP Address,147.12.231.228,100,237,True,2023-02-20 03:11:15,R_1Qru1GkjnrVKrJQ,,,,,51.4863,-0.101,anonymous,EN,Year 3,None at all,Agree,Agree,Agree,Completely Agree,Agree,Neutral,Neutral,"4- Mostly use Python, sometimes use Excel or other programs","I think having a resource with some common useful functions/commands for data analysis would be really useful. Otherwise I can't think of anything else! ",I'd quite like to learn how to use Python for graphic interfaces/interactive programs.,Agree,Agree,Completely Agree,Completely Agree,Completely Agree,Agree
2023-02-21 10:04:04,2023-02-21 10:04:35,IP Address,176.254.139.28,100,30,True,2023-02-21 10:04:35,R_2EcNmgvunOF1fv2,,,,,51.4719,-0.1616,anonymous,EN,Year 3,Intermediate,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,"4- Mostly use Python, sometimes use Excel or other programs",,,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree
2023-02-22 00:56:48,2023-02-22 00:57:37,IP Address,5.151.181.64,100,48,True,2023-02-22 00:57:38,R_x3jR9unVgUWfIFX,,,,,51.5474,-0.0098,anonymous,EN,Year 2,Advanced,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,"5- Always use Python, never use other programs",,,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree
2023-02-22 05:31:02,2023-02-22 05:32:35,IP Address,146.179.86.174,100,92,True,2023-02-22 05:32:36,R_3MnwaWqRbOLO5xZ,,,,,51.4957,-0.1772,anonymous,EN,Year 1,Beginner,Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,"3- Sometimes use Excel or other programs, sometimes use Python",Is it possible to explain the difference in running environment of jupyter notebook and python?,pip install,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree
2023-02-22 05:31:55,2023-02-22 05:32:53,IP Address,146.169.251.247,100,58,True,2023-02-22 05:32:53,R_1lrZzL08b5BR79x,,,,,51.4995,0.1082,anonymous,EN,Year 3,Beginner,Agree,Completely Agree,Agree,Agree,Agree,Neutral,Disagree,"5- Always use Python, never use other programs",,,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Agree
2023-02-22 05:31:55,2023-02-22 05:33:11,IP Address,146.169.147.132,100,75,True,2023-02-22 05:33:12,R_3J45zEvXUwtg6ZX,,,,,51.5064,-0.02,anonymous,EN,Year 2,Beginner,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,"4- Mostly use Python, sometimes use Excel or other programs",,,Agree,Agree,Agree,Agree,Neutral,Agree
2023-02-22 05:31:56,2023-02-22 05:33:23,IP Address,81.128.133.67,100,87,True,2023-02-22 05:33:24,R_3sgLu1VltTSPzD9,,,,,51.5229,-0.202,anonymous,EN,Year 3,None at all,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,"3- Sometimes use Excel or other programs, sometimes use Python",,,Agree,Agree,Agree,Neutral,Neutral,Neutral
2023-02-22 05:32:14,2023-02-22 05:34:03,IP Address,146.169.238.58,100,108,True,2023-02-22 05:34:03,R_241N5pgucWCS3K7,,,,,51.4647,-0.0509,anonymous,EN,Year 4,None at all,Completely Disagree,Completely Disagree,Agree,Completely Disagree,Completely Disagree,Completely Disagree,Completely Disagree,"2- Mostly use Excel or other programs, rarely use Python",,,Disagree,Agree,Completely Disagree,Completely Disagree,Agree,Completely Disagree
2023-02-22 05:32:26,2023-02-22 05:34:43,IP Address,146.179.86.184,100,136,True,2023-02-22 05:34:43,R_0NXx9pdjCV5y1qh,,,,,51.4957,-0.1772,anonymous,EN,Year 2,None at all,Neutral,Agree,Completely Agree,Neutral,Disagree,Completely Disagree,Completely Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Neutral,Completely Agree,Agree,Disagree,Agree,Neutral
2023-02-22 05:33:56,2023-02-22 05:35:00,IP Address,160.19.183.37,100,64,True,2023-02-22 05:35:00,R_CeLmZlTdUX7y8g1,,,,,51.5435,-0.1733,anonymous,EN,Year 4,None at all,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Neutral,"5- Always use Python, never use other programs",,,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Agree
2023-02-22 05:32:39,2023-02-22 05:36:18,IP Address,129.31.66.75,100,218,True,2023-02-22 05:36:18,R_2EfNgUHCcqbQ9OY,,,,,51.5043,-0.2211,anonymous,EN,Year 4,None at all,Agree,Neutral,Completely Agree,Completely Agree,Completely Disagree,Disagree,Neutral,"3- Sometimes use Excel or other programs, sometimes use Python",Coding competition and hackathon,Data structure and basic algorithms like bin search dp dfs bfs,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Completely Disagree,Completely Disagree
2023-02-15 05:41:14,2023-02-15 05:41:25,IP Address,146.169.245.116,29,11,False,2023-02-22 05:41:26,R_s5VRKJAWqoo7mmd,,,,,,,anonymous,EN,Year 2,None at all,,,,,,,,,,,,,,,,
2023-02-22 05:42:02,2023-02-22 05:44:02,IP Address,146.169.242.84,100,119,True,2023-02-22 05:44:03,R_1BURywXhPEvgPGf,,,,,51.2826,-0.0827,anonymous,EN,Year 4,Intermediate,Completely Disagree,Disagree,Disagree,Completely Disagree,Agree,Neutral,Neutral,"2- Mostly use Excel or other programs, rarely use Python",,,Completely Disagree,Completely Disagree,Agree,Completely Disagree,Agree,Disagree
2023-02-15 05:43:50,2023-02-15 05:44:02,IP Address,85.255.234.61,29,12,False,2023-02-22 05:44:05,R_26bhJiOdc3YmFEq,,,,,,,anonymous,EN,Year 4,Beginner,,,,,,,,,,,,,,,,
2023-02-22 05:43:22,2023-02-22 05:45:46,IP Address,85.255.236.211,100,143,True,2023-02-22 05:45:46,R_REmsTp5e2qPKvgB,,,,,51.4964,-0.1224,anonymous,EN,Year 3,None at all,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,"5- Always use Python, never use other programs",,,Neutral,Agree,Agree,Agree,Agree,Disagree
2023-02-22 05:44:54,2023-02-22 05:46:02,IP Address,85.255.236.128,100,68,True,2023-02-22 05:46:03,R_YWuJ2sCmjd48lBn,,,,,51.4964,-0.1224,anonymous,EN,Year 3,None at all,Agree,Agree,Completely Agree,Agree,Neutral,Neutral,Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Agree,Agree,Completely Agree,Completely Agree,Agree,Neutral
2023-02-22 05:45:38,2023-02-22 05:47:14,IP Address,149.86.8.163,100,96,True,2023-02-22 05:47:16,R_pFxycOVsIImdM5j,,,,,51.489,-0.215,anonymous,EN,Year 3,None at all,Agree,Completely Agree,Agree,Completely Agree,Neutral,Neutral,Completely Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Neutral,Completely Agree,Completely Agree,Agree,Neutral,Disagree
2023-02-22 05:46:23,2023-02-22 05:47:52,IP Address,109.153.220.247,100,89,True,2023-02-22 05:47:53,R_eyeybcuZ6y3fjMt,,,,,51.5507,-0.0998,anonymous,EN,Year 3,None at all,Agree,Completely Agree,Agree,Completely Agree,Neutral,Disagree,Disagree,"3- Sometimes use Excel or other programs, sometimes use Python",,,Neutral,Agree,Agree,Agree,Agree,Neutral
2023-02-22 05:54:10,2023-02-22 05:55:01,IP Address,84.67.76.209,100,51,True,2023-02-22 05:55:02,R_3CJXQNPnK8UmxIm,,,,,51.451,-0.0463,anonymous,EN,Year 3,None at all,Completely Agree,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Disagree,Disagree,Completely Disagree,Disagree,Agree,Completely Disagree
2023-02-14 10:49:07,2023-02-15 05:56:38,IP Address,152.37.93.179,86,68850,False,2023-02-22 05:56:39,R_25vmXJt2LHaZHpn,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,
2023-02-22 05:55:02,2023-02-22 05:56:58,IP Address,146.169.158.46,100,115,True,2023-02-22 05:56:58,R_1r03JbkvJ8N7NNy,,,,,51.3926,-0.1977,anonymous,EN,Year 3,Intermediate,Neutral,Neutral,Completely Agree,Neutral,Completely Agree,Completely Agree,Agree,"3- Sometimes use Excel or other programs, sometimes use Python",,,Disagree,Neutral,Completely Agree,Agree,Completely Agree,Agree
2023-02-22 05:55:11,2023-02-22 05:57:09,IP Address,146.169.195.144,100,117,True,2023-02-22 05:57:09,R_RLz3dprK2KsmCxr,,,,,51.5268,-0.187,anonymous,EN,Year 4,Beginner,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,"2- Mostly use Excel or other programs, rarely use Python",,,Agree,Agree,Agree,Agree,Agree,Agree
2023-02-15 05:58:06,2023-02-15 05:58:17,IP Address,92.40.216.34,29,10,False,2023-02-22 05:58:19,R_1jWdcOf1ZpJh64X,,,,,,,anonymous,EN,Year 4,Intermediate,,,,,,,,,,,,,,,,
2023-02-15 06:15:16,2023-02-15 06:15:26,IP Address,148.252.133.20,29,10,False,2023-02-22 06:18:33,R_5nVuGxXWr6HVDsR,,,,,,,anonymous,EN,Year 1,None at all,,,,,,,,,,,,,,,,
2023-02-15 06:24:02,2023-02-15 06:24:15,IP Address,86.8.175.78,29,12,False,2023-02-22 06:31:13,R_sdK4Hx0RywaYout,,,,,,,anonymous,EN,Year 3,Beginner,,,,,,,,,,,,,,,,
2023-02-22 06:35:21,2023-02-22 06:38:47,IP Address,146.169.244.139,100,205,True,2023-02-22 06:38:47,R_RRm3HoMo8TYvulb,,,,,51.5042,-0.2199,anonymous,EN,Year 2,None at all,Neutral,Neutral,Completely Agree,Disagree,Completely Agree,Neutral,Neutral,"3- Sometimes use Excel or other programs, sometimes use Python",,,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree
2023-02-15 06:38:34,2023-02-15 06:38:56,IP Address,146.169.189.26,29,22,False,2023-02-22 06:38:58,R_veIR51dTbo6tvdD,,,,,,,anonymous,EN,Year 4,None at all,,,,,,,,,,,,,,,,
2023-02-22 06:38:35,2023-02-22 06:40:09,IP Address,146.169.239.203,100,93,True,2023-02-22 06:40:09,R_r0vxuBqPNuk9L7r,,,,,52.0805,-0.1014,anonymous,EN,Year 2,Beginner,Agree,Neutral,Agree,Disagree,Disagree,Completely Disagree,Disagree,"3- Sometimes use Excel or other programs, sometimes use Python",,,Completely Disagree,Agree,Agree,Completely Disagree,Agree,Agree
2023-02-22 06:46:37,2023-02-22 06:49:25,IP Address,147.12.231.129,100,167,True,2023-02-22 06:49:25,R_3OkRy9j5Ux0mnKZ,,,,,51.5095,-0.0955,anonymous,EN,Year 3,None at all,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,"5- Always use Python, never use other programs",,,Agree,Completely Agree,Completely Agree,Agree,Neutral,Agree
2023-02-22 06:48:35,2023-02-22 06:49:42,IP Address,155.198.230.154,100,67,True,2023-02-22 06:49:44,R_3ilssbNNs3bh6bW,,,,,51.575,0.4173,anonymous,EN,Year 2,Beginner,Agree,Agree,Completely Agree,Agree,Agree,Agree,Disagree,"4- Mostly use Python, sometimes use Excel or other programs",,,Neutral,Agree,Agree,Neutral,Agree,Neutral
2023-02-22 07:00:53,2023-02-22 07:03:28,IP Address,82.15.89.232,100,155,True,2023-02-22 07:03:29,R_2TB6vt8FBYexUCf,,,,,51.5032,-0.204,anonymous,EN,Year 2,None at all,Neutral,Neutral,Agree,Agree,Agree,Neutral,Disagree,"5- Always use Python, never use other programs",N/A,It would be nice if we practice python along the year so we won’t forget about how to code,Disagree,Neutral,Neutral,Agree,Completely Agree,Neutral
2023-02-22 06:59:34,2023-02-22 07:05:58,IP Address,86.8.175.78,100,384,True,2023-02-22 07:05:59,R_tJJwofUBBjKlS0h,,,,,51.5776,-0.1947,anonymous,EN,Year 3,None at all,Agree,Agree,Completely Agree,Agree,Agree,Disagree,Disagree,"3- Sometimes use Excel or other programs, sometimes use Python",,,Agree,Agree,Completely Agree,Agree,Agree,Neutral
2023-02-22 07:11:33,2023-02-22 07:12:55,IP Address,5.151.181.64,100,82,True,2023-02-22 07:12:55,R_3menL9R5uc1tETS,,,,,51.5474,-0.0098,anonymous,EN,Year 2,None at all,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,"5- Always use Python, never use other programs",,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
2023-02-22 07:28:32,2023-02-22 07:30:30,IP Address,79.73.135.43,100,118,True,2023-02-22 07:30:30,R_29v5wxiP1mMlk13,,,,,51.5074,-0.1196,anonymous,EN,Year 1,None at all,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,"2- Mostly use Excel or other programs, rarely use Python",,,Disagree,Agree,Agree,Disagree,Agree,Neutral
2023-02-15 08:05:39,2023-02-15 08:05:46,IP Address,51.182.211.164,29,6,False,2023-02-22 08:05:47,R_Wcb0qk1hthgOcKt,,,,,,,anonymous,EN,Year 3,None at all,,,,,,,,,,,,,,,,
2023-02-22 07:52:00,2023-02-22 08:36:39,IP Address,212.132.230.92,100,2678,True,2023-02-22 08:36:39,R_1QDUjdrDkyqY7Q3,,,,,51.489,-0.215,anonymous,EN,Year 2,None at all,Agree,Neutral,Agree,Neutral,Completely Agree,Agree,Disagree,"5- Always use Python, never use other programs",Using python to visualise complicated graphs (i.e. plot them).,Debugging and reading error statements.,Agree,Completely Agree,Completely Agree,Disagree,Agree,Neutral
2023-02-15 09:43:50,2023-02-15 09:45:14,IP Address,146.179.86.136,86,84,False,2023-02-22 09:45:16,R_1LnD77kqgx9Zpsc,,,,,,,anonymous,EN,Year 1,None at all,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,"4- Mostly use Python, sometimes use Excel or other programs",,,,,,,,
